tested_ids,most_possible_intention,most_possible_intention_cf,second_possible_intention,second_possible_intention_cf,third_possible_intention,third_possible_intention_cf,ground_truth_intention
717,agent_1-respondto-agent_2,0.8,agent_1-playwith-chess_8-agent_2,0.7,"agent_1-requesthelp-agent_2-[playwith, chess_8, agent_2]",0.6,agent_1-playwith-chess_5-agent_2
718,agent_1-playwith-chess_8-agent_2,0.85,agent_1-open-box_6,0.6,agent_1-get-key_7-environment,0.5,agent_1-playwith-chess_5-agent_2
719,agent_1-respondto-agent_2,0.8,agent_1-inform-agent_2-ready_to_help,0.6,agent_1-observe-agent_2,0.5,agent_1-na
720,agent_1-help-agent_2-get_timer_3_me,0.9,agent_1-give-timer_3-agent_2,0.85,agent_1-get-timer_3-timer_3,0.8,agent_1-help-agent_2-get-timer_3-me
721,agent_1-help-agent_2-get-timer_3-me,0.85,agent_1-give-timer_3-agent_2,0.75,agent_1-inform-agent_2-i_will_get_timer_3_for_you,0.45,agent_1-help-agent_2-get-timer_3-me
722,agent_1-give-timer_3-agent_2,0.85,agent_1-putonto-timer_3-table_4,0.4,agent_1-inform-agent_2-timer_3,0.3,agent_1-help-agent_2-get-timer_3-me
723,agent_1-help-agent_2-putonto-timer_3-table_4,0.9,agent_1-putonto-timer_3-table_4,0.6,agent_1-give-timer_3-agent_2,0.3,agent_1-help-agent_2-putonto-timer_3-table_4
724,agent_1-putonto-timer_3-table_4,0.95,agent_1-help-agent_2-putonto-timer_3-table_4,0.75,agent_1-observe-agent_2,0.4,agent_1-help-agent_2-putonto-timer_3-table_4
725,agent_1-respondto-agent_2,0.8,agent_1-help-agent_2-na,0.7,agent_1-inform-agent_2-mywillingnesstohelp,0.6,agent_1-help-agent_2-na
726,agent_1-help-agent_2-get-key_6-na,0.9,agent_1-get-key_6-na,0.7,agent_1-inform-agent_2-willget-key_6,0.5,agent_1-help-agent_2-na
727,agent_1-help-agent_2-open-box_5,0.8,agent_1-help-agent_2-get-key_6-key_6,0.65,agent_1-give-key_6-agent_2,0.6,agent_1-help-agent_2-na
728,agent_1-help-agent_2-na,0.7,agent_1-inform-agent_2-key_6,0.5,agent_1-observe-agent_2,0.4,agent_1-help-agent_2-na
729,agent_1-help-agent_2-open-box_5,0.9,agent_1-help-agent_2-get-dumbbell_3-box_5,0.8,agent_1-open-box_5,0.7,agent_1-help-agent_2-open-box_5
730,agent_1-help-agent_2-get-dumbbell_3-box_5,0.9,agent_1-give-dumbbell_3-agent_2,0.8,agent_1-get-dumbbell_3-box_5,0.7,agent_1-help-agent_2-open-box_5
731,agent_1-help-agent_2-get-dumbbell_3-box_5,0.9,agent_1-get-dumbbell_3-box_5,0.75,agent_1-give-dumbbell_3-agent_2,0.65,agent_1-help-agent_2-open-box_5
732,agent_1-help-agent_2-get-dumbbell_3-box_5,0.95,agent_1-get-dumbbell_3-box_5,0.85,agent_1-give-dumbbell_3-agent_2,0.75,agent_1-help-agent_2-get-dumbbell_3-box_5
733,agent_1-help-agent_2-get-dumbbell_3-box_5,0.9,agent_1-get-dumbbell_3-box_5,0.75,agent_1-give-dumbbell_3-agent_2,0.65,agent_1-help-agent_2-na
734,agent_1-help-agent_2-putinto-dumbbell_3-box_4,0.9,agent_1-help-agent_2-get-dumbbell_3-box_5,0.75,agent_1-na,0.6,agent_1-help-agent_2-putinto-dumbbell_3-box_4
735,agent_2-help-agent_1-open-shelf_5,0.8,agent_2-greet-agent_1,0.6,agent_2-open-shelf_5,0.5,agent_2-na
736,agent_2-help-agent_1-find_timer_6,0.75,agent_2-inform-agent_1-timer_6,0.65,agent_2-observe-agent_1,0.6,agent_2-help-agent_1-na
737,agent_2-help-agent_1-agent_1_get_timer_3_agent_2,0.8,agent_2-inform-agent_1-agent_1_is_holding_timer_3,0.6,agent_2-requesthelp-agent_1-find_clarification_about_timer_3_goal,0.5,agent_2-help-agent_1-na
738,agent_2-help-agent_1-putinto-timer_3-na,0.9,agent_2-find-agent_1,0.7,agent_2-help-agent_1-na,0.5,agent_2-help-agent_1-na
739,agent_2-help-agent_1-find-container,0.75,agent_2-help-agent_1-putinto-timer_3-shelf_5,0.6,agent_2-observe-agent_1,0.5,agent_2-agent_1-na
740,agent_2-help-agent_1-putinto-timer_3-shelf_5,0.6,agent_2-observe-agent_1,0.3,agent_2-requesthelp-agent_1-find-target_for_timer_3,0.25,agent_2-agent_1-na
741,agent_2-give-timer_3-agent_1,0.85,agent_2-help-agent_1-find-container,0.7,agent_2-respondto-agent_1,0.6,agent_2-agent_1-na
742,agent_2-help-agent_1-get-timer_3-agent_2,0.9,agent_2-give-timer_3-agent_1,0.85,agent_2-respondto-agent_1,0.7,agent_2-help-agent_1-na
743,agent_2-help-agent_1-get-timer_3,0.9,agent_2-give-timer_3-agent_1,0.8,agent_2-get-timer_3,0.6,agent_2-agent_1-na
744,agent_1-help-agent_2-find-banana_3,0.7,agent_1-inform-agent_2-box_4,0.2,agent_1-na,0.1,agent_1-help-agent_2-na
745,agent_1-help-agent_2-find-banana_3,0.8,agent_1-observe-agent_2,0.65,agent_1-respondto-agent_2,0.5,agent_1-help-agent_2-na
746,agent_1-playwith-chess_9-agent_2,0.75,agent_1-greet-agent_2,0.65,agent_1-putonto-chess_9-table_4,0.6,agent_1-help-agent_2-na
747,agent_1-inform-agent_2-chess_9,0.85,agent_1-help-agent_2-find-na,0.8,agent_1-playwith-chess_9-agent_2,0.7,agent_1-agent_2-na
748,agent_1-help-agent_2-open-box_5,0.8,agent_1-playwith-chess_9-agent_2,0.6,agent_1-help-agent_2-find-box_5,0.5,agent_1-help-agent_2-open-box_5
749,agent_1-help-agent_2-open-box_5,0.85,agent_1-inform-agent_2-box_5_is_open,0.7,agent_1-observe-box_5,0.65,agent_1-agent_2-open-box_5
750,agent_1-help-agent_2-open-box_5,0.8,agent_1-playwith-chess_10-agent_2,0.7,agent_1-inform-agent_2-chess_10_is_available,0.6,agent_1-open-box_7
751,agent_1-help-agent_2-observe-box_5,0.85,agent_1-get-chess_10-box_7,0.75,agent_1-playwith-chess_10-agent_2,0.7,agent_1-open-box_7
752,agent_1-find-chess_10,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-playwith-chess_9-agent_2,0.5,agent_1-observe-world
753,agent_1-help-agent_2-open-box_6,0.9,agent_1-open-box_6,0.8,agent_1-respondto-agent_2,0.6,agent_1-playwith-chess_3-agent_2
754,agent_1-give-banana_4-agent_2,0.8,agent_1-get-banana_4-box_6,0.7,agent_1-inform-agent_2-banana_4,0.6,agent_1-playwith-chess_3-agent_2
755,agent_1-playwith-chess_3-agent_2,0.85,agent_1-get-chess_3-shelf_5,0.75,agent_1-requesthelp-agent_2-playwith_chess_3_agent_1,0.65,agent_1-playwith-chess_3-agent_2
756,agent_1-playwith-chess_3-agent_2,0.9,agent_1-get-chess_3-shelf_5,0.7,agent_1-give-chess_3-agent_2,0.5,agent_1-playwith-chess_3-agent_2
757,agent_1-playwith-chess_3-agent_2,0.9,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.8,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2
758,agent_1-playwith-chess_3-agent_2,0.9,agent_1-inform-agent_2-ready to play chess,0.3,agent_1-observe-agent_2,0.2,agent_1-playwith-chess_3-agent_2
759,agent_1-playwith-chess_3-agent_2,0.85,agent_1-inform-agent_2-myintenttoplaychess,0.65,agent_1-requesthelp-agent_2-playwith-chess_3-agent_1,0.5,agent_1-playwith-chess_3-agent_2
760,agent_1-playwith-chess_3-agent_2,0.9,agent_1-inform-agent_2-game_continuing,0.65,agent_1-respondto-agent_2,0.55,agent_1-playwith-chess_3-agent_2
761,agent_1-playwith-chess_3-agent_2,0.9,agent_1-respondto-agent_2,0.6,agent_1-na,0.2,agent_1-playwith-chess_3-agent_2
762,agent_2-inform-agent_1-helpoffer,0.6,agent_2-respondto-agent_1,0.3,agent_2-observe-agent_1,0.1,agent_2-observe-world
763,agent_2-inform-agent_1-locationof_key_4,0.9,agent_2-help-agent_1-find_key_4,0.8,agent_2-observe-agent_1,0.6,agent_2-observe-agent_1
764,agent_2-help-agent_1-open-box_3,0.8,agent_2-find-key_4,0.7,agent_2-observe-agent_1,0.5,agent_2-give-key_4-agent_1
765,agent_2-help-agent_1-open-box_3,0.9,agent_2-give-key_4-agent_1,0.75,agent_2-inform-agent_1-key_4,0.65,agent_2-give-key_4-agent_1
766,agent_2-help-agent_1-open-box_3,0.92,agent_2-give-key_4-agent_1,0.88,agent_2-inform-agent_1-key_4_for_box_3,0.6,agent_2-help-agent_1-open-box_3
767,agent_2-give-key_4-agent_1,0.9,agent_2-inform-agent_1-key_4_is_for_box_3,0.8,agent_2-help-agent_1-open-box_3,0.7,agent_2-agent_1-open-box_3
768,agent_2-help-agent_1-open-box_3,0.9,agent_2-give-key_4-agent_1,0.8,agent_2-open-box_3,0.7,agent_2-agent_1-open-box_3
769,agent_2-give-key_4-agent_1,0.9,agent_2-help-agent_1-open-box_3,0.85,agent_2-open-box_3,0.7,agent_2-help-agent_1-open-box_3
770,agent_2-help-agent_1-open-box_3,0.9,agent_2-give-key_4-agent_1,0.8,agent_2-inform-agent_1-providing_key_4,0.6,agent_2-help-agent_1-open-box_3
771,agent_2-help-agent_1-open-box_3,0.95,agent_2-give-key_4-agent_1,0.85,agent_2-open-box_3,0.8,agent_2-help-agent_1-open-box_3
772,agent_1-respondto-agent_2,0.65,agent_1-playwith-chess_3-agent_2,0.25,agent_1-get-chess_3-chess_3,0.1,agent_1-playwith-chess_3-agent_2
773,agent_1-playwith-chess_3-agent_2,0.9,agent_1-get-chess_3-chess_3,0.7,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.5,agent_1-playwith-chess_3-agent_2
774,agent_1-playwith-chess_3-agent_2,0.9,agent_1-respondto-agent_2,0.75,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.6,agent_1-playwith-chess_3-agent_2
775,agent_1-respondto-agent_2,0.7,agent_1-observe-agent_2,0.6,agent_1-na,0.3,agent_1-playwith-chess_3-agent_2
776,agent_1-playwith-chess_3-agent_2,0.95,agent_1-observe-chess_3,0.7,agent_1-respondto-agent_2,0.5,agent_1-playwith-chess_3-agent_2
777,agent_1-respondto-agent_2,0.5,agent_1-greet-agent_2,0.3,agent_1-playwith-chess_3-agent_2,0.2,agent_1-playwith-chess_3-agent_2
778,agent_1-playwith-chess_3-agent_2,0.9,agent_1-help-agent_2-playwith-chess_3-agent_1,0.75,agent_1-respondto-agent_2,0.6,agent_1-playwith-chess_3-agent_2
779,agent_1-playwith-chess_3-agent_2,0.95,agent_1-respondto-agent_2,0.4,agent_1-observe-chess_3,0.2,agent_1-playwith-chess_3-agent_2
780,agent_2-na,0.6,agent_2-observe-agent_1,0.3,agent_2-find-box_4,0.1,agent_2-get-books_5-na
781,agent_2-get-books_5-na,0.85,agent_2-na,0.1,agent_2-inform-agent_1-books_5,0.05,agent_2-get-books_5-na
782,agent_2-give-books_5-agent_1,0.7,agent_2-putinto-books_5-box_4,0.6,agent_2-observe-books_5,0.5,agent_2-na
783,agent_1-requesthelp-agent_2-open-box_4,0.8,agent_1-playwith-chess_3-agent_2,0.7,agent_1-open-box_4,0.6,agent_1-open-box_4
784,agent_1-help-agent_2-open_box_4,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-open-box_4,0.4,agent_1-playwith-chess_3-agent_2
785,agent_1-playwith-chess_3-agent_2,0.85,agent_1-requesthelp-agent_2-get-chess_3-box_4,0.75,agent_1-inform-agent_2-playwith-chess_3-agent_2,0.7,agent_1-playwith-chess_3-agent_2
786,agent_1-help-agent_2-get-chess_3-box_4,0.7,agent_1-playwith-chess_3-agent_2,0.6,agent_1-inform-agent_2-wanttoplaychess_3,0.5,agent_1-playwith-chess_3-agent_2
787,agent_1-playwith-chess_3-agent_2,0.9,agent_1-respondto-agent_2,0.7,agent_1-help-agent_2-playwith-chess_3-agent_2,0.4,agent_1-playwith-chess_3-agent_2
788,agent_1-help-agent_2-playwith-chess_3-agent_1,0.9,agent_1-playwith-chess_3-agent_2,0.85,agent_1-respondto-agent_2,0.75,agent_1-playwith-chess_3-agent_2
789,agent_1-help-agent_2-playwith-chess_3-agent_1,0.95,agent_1-playwith-chess_3-agent_2,0.9,agent_1-respondto-agent_2,0.8,agent_1-playwith-chess_3-agent_2
790,agent_1-playwith-chess_3-agent_2,0.9,"agent_1-help-agent_2-[playwith,chess_3,agent_1]",0.8,agent_1-get-chess_3-itscurrentlocation,0.7,agent_1-playwith-chess_3-agent_2
791,agent_1-help-agent_2-playwith-chess_3-me,0.95,agent_1-playwith-chess_3-agent_2,0.9,agent_1-respondto-agent_2,0.75,agent_1-playwith-chess_3-agent_2
792,agent_2-find-box_4,0.75,agent_2-greet-agent_1,0.65,agent_2-inform-agent_1-box_4,0.55,agent_2-get-cup_6-box_8
793,agent_2-get-cup_6-box_8,0.75,agent_2-observe-cup_6,0.2,agent_2-observe-box_8,0.05,agent_2-get-cup_6-box_8
794,agent_2-putonto-cup_6-table_7,0.6,agent_2-inform-agent_1-cup_6,0.25,agent_2-give-cup_6-agent_1,0.15,agent_2-get-cup_6-box_8
795,agent_2-give-cup_6-agent_1,0.75,agent_2-putonto-cup_6-table_7,0.65,agent_2-inform-agent_1-have_cup_6,0.5,agent_2-putinto-table_7-na
796,agent_2-putinto-cup_6-table_7,0.75,agent_2-putonto-cup_6-table_7,0.65,agent_2-observe-table_7,0.1,agent_2-putonto-cup_6-table_7
797,agent_2-find-agent_1,0.7,agent_2-greet-agent_1,0.2,agent_2-na,0.1,agent_2-playwith-chess_3-agent_1
798,agent_2-requesthelp-agent_1-playwith-chess_3-agent_1,0.8,agent_2-inform-agent_1-playwith-chess_3-agent_1,0.7,agent_2-playwith-chess_3-agent_1,0.6,agent_2-playwith-chess_3-agent_1
799,agent_2-respondto-agent_1,0.9,agent_2-playwith-chess_3-agent_1,0.8,agent_2-requesthelp-agent_1-playwith-chess_3-agent_1,0.7,agent_2-playwith-chess_3-agent_1
800,agent_2-respondto-agent_1,0.9,agent_2-playwith-chess_3-agent_1,0.7,agent_2-inform-agent_1-playwith-chess_3,0.6,agent_2-playwith-chess_3-agent_1
801,agent_2-playwith-chess_3-agent_1,0.85,agent_2-requesthelp-agent_1-playwith-chess_3-agent_1,0.75,agent_2-inform-agent_1-chess_3,0.6,agent_2-playwith-chess_3-agent_1
802,agent_2-playwith-chess_3-agent_1,0.85,agent_2-requesthelp-agent_1-playwith-chess_3-agent_1,0.65,agent_2-observe-agent_1,0.5,agent_2-playwith-chess_3-agent_1
803,agent_2-playwith-chess_3-agent_1,0.85,agent_2-requesthelp-agent_1-playwith-chess_3-agent_1,0.6,agent_2-inform-agent_1-readytoplaychess,0.5,agent_2-playwith-chess_3-agent_1
804,agent_2-playwith-chess_3-agent_1,0.7,agent_2-requesthelp-agent_1-playwith-chess_3-agent_1,0.65,agent_2-inform-agent_1-interest_in_chess_3,0.6,agent_2-playwith-chess_3-agent_1
805,agent_2-respondto-agent_1,0.8,agent_2-playwith-chess_3-agent_1,0.6,agent_2-observe-agent_1,0.5,agent_2-playwith-chess_3-agent_1
806,agent_2-observe-agent_1,0.7,agent_2-playwith-chess_3-agent_1,0.2,agent_2-na,0.1,agent_2-playwith-chess_3-agent_1
807,agent_2-observe-agent_1,0.6,agent_2-na,0.3,agent_2-find-shelf_4,0.1,agent_2-find-dumbbell_3
808,agent_2-open-box_5,0.9,agent_2-get-key_6-shelf_4,0.85,agent_2-help-agent_1-open-box_5,0.7,agent_2-find-dumbbell_3
809,agent_2-find-dumbbell_3,0.8,agent_2-requesthelp-agent_1-find-dumbbell_3,0.65,agent_2-get-key_6-floor_0,0.55,agent_2-get-dumbbell_3-box_5
810,agent_2-get-dumbbell_3-box_5,0.9,agent_2-find-dumbbell_3,0.6,agent_2-na,0.3,agent_2-get-dumbbell_3-box_5
811,agent_2-get-dumbbell_3-box_5,0.8,agent_2-harm-agent_1-get-dumbbell_3-box_5,0.65,agent_2-na,0.5,agent_2-get-dumbbell_3-box_5
812,agent_1-requesthelp-agent_2-get-chess_3-na,0.7,agent_1-greet-agent_2,0.2,agent_1-find-agent_2,0.1,agent_1-requesthelp-agent_2-get-chess_3-na
813,agent_1-requesthelp-agent_2-get-chess_3-na,0.6,agent_1-greet-agent_2,0.25,agent_1-find-chess_3,0.15,agent_1-find-chess_3
814,agent_1-inform-agent_2-find-chess_3,0.8,agent_1-help-agent_2-find-chess_3,0.65,agent_1-find-chess_3,0.5,agent_1-get-chess_3-box_4
815,agent_1-give-key_6-agent_2,0.85,agent_1-help-agent_2-find-chess_3,0.7,agent_1-get-chess_3-box_4,0.6,agent_1-find-chess_3
816,agent_1-requesthelp-agent_2-playwith-chess_3-agent_2,0.6,agent_1-playwith-chess_3-agent_2,0.3,agent_1-inform-agent_2-chess_3_found,0.1,agent_1-find-chess_3
817,agent_1-get-chess_3-box_4,0.8,agent_1-playwith-chess_3-agent_2,0.7,agent_1-inform-agent_2-chess_3,0.6,agent_1-find-chess_3
818,agent_1-playwith-chess_3-agent_2,0.6,agent_1-get-chess_3-box_4,0.35,agent_1-requesthelp-agent_2-playwith-chess_3-na,0.05,agent_1-find-chess_3
819,agent_2-playwith-chess_6-agent_1,0.85,agent_2-help-agent_1-agent_1-playwith-chess_6-agent_2,0.7,agent_2-respondto-agent_1,0.5,agent_2-find-banana_3
820,agent_2-playwith-chess_6-agent_1,0.7,agent_2-inform-agent_1-will_get_banana_first,0.2,agent_2-get-banana_7-somewhere,0.1,agent_2-playwith-chess_6-agent_1
821,agent_2-playwith-chess_6-agent_1,0.9,agent_2-respondto-agent_1,0.7,agent_2-find-banana_3,0.2,agent_2-playwith-chess_6-agent_1
822,agent_2-help-agent_1-open-box_4,0.55,agent_2-observe-agent_1,0.3,agent_2-find-banana_3,0.1,agent_2-na
823,agent_2-help-agent_1-open-box_4,0.8,agent_2-playwith-chess_6-agent_1,0.7,agent_2-observe-agent_1,0.6,agent_2-find-banana_3
824,agent_2-open-box_4,0.85,agent_2-playwith-chess_6-agent_1,0.7,agent_2-find-banana_3,0.65,agent_2-find-banana_3
825,agent_2-requesthelp-agent_1-find-banana_3,0.9,agent_2-open-box_4,0.7,agent_2-playwith-chess_6-agent_1,0.6,agent_2-find-banana_3
826,agent_2-playwith-chess_6-agent_1,0.85,agent_2-respondto-agent_1,0.7,agent_2-greet-agent_1,0.6,agent_2-find-banana_3
827,agent_2-playwith-chess_6-agent_1,0.7,agent_2-respondto-agent_1,0.6,agent_2-find-banana_3,0.4,agent_2-find-banana_3
828,agent_1-harm-agent_2-find-cup_3,0.7,agent_1-na,0.2,agent_1-observe-agent_2,0.1,agent_1-find-cup_3
829,agent_1-harm-agent_2-find-cup_3,0.7,agent_1-find-cup_3,0.6,agent_1-get-cup_3-box_5,0.4,agent_1-find-cup_3
830,"agent_1-harm-agent_2-['find', 'cup_3']",0.8,agent_1-get-cup_3-cup_3,0.7,agent_1-na,0.3,agent_1-find-cup_3
831,agent_1-get-books_3-box_4,0.8,agent_1-open-box_4,0.75,agent_1-requesthelp-agent_2-open-box_4,0.7,agent_1-help-agent_2-na
832,agent_1-help-agent_2-na,0.5,agent_1-find-agent_2,0.35,agent_1-find-books_3,0.15,agent_1-help-agent_2-na
833,agent_1-help-agent_2-get-books_3-box_4,0.85,agent_1-get-key_5-somewhere,0.75,agent_1-get-books_3-box_4,0.65,agent_1-help-agent_2-find-books_3
834,agent_1-help-agent_2-get-key_5,0.9,agent_1-get-key_5,0.7,agent_1-help-agent_2-find-books_3,0.6,agent_1-help-agent_2-find-books_3
835,agent_1-help-agent_2-find-books_3,0.9,agent_1-open-box_4,0.8,agent_1-help-agent_2-open-box_4,0.7,agent_1-help-agent_2-get-books_3-box_4
836,agent_1-help-agent_2-get-books_3-box_4,0.85,agent_1-give-books_3-agent_2,0.75,agent_1-get-books_3-box_4,0.6,agent_1-help-agent_2-get-books_3-box_4
837,agent_1-help-agent_2-na,0.75,agent_1-na,0.6,agent_1-get-books_3-agent_2,0.45,agent_1-help-agent_2-get-books_3-box_4
838,agent_1-help-agent_2-get-books_3-box_4,0.9,agent_1-open-box_4,0.75,agent_1-get-books_3-box_4,0.7,agent_1-help-agent_2-get-books_3-box_4
839,agent_1-open-box_4,0.9,agent_1-get-key_3-somewhere,0.85,agent_1-requesthelp-agent_2-get-key_3-somewhere,0.7,agent_1-open-box_4
840,agent_1-open-box_4,0.9,"agent_1-get-key_3-[-267,75]",0.85,agent_1-harm-agent_2-putinto-cup_5-box_4,0.75,agent_1-open-box_4
841,agent_1-find-key_3,0.85,agent_1-open-box_4,0.8,agent_1-get-key_3-agent_2,0.65,agent_1-open-box_4
842,agent_1-requesthelp-agent_2-find-key_3,0.9,agent_1-inform-agent_2-key_3,0.8,agent_1-requesthelp-agent_2-open-box_4,0.7,agent_1-open-box_4
843,agent_1-open-box_4,0.9,agent_1-harm-agent_2-help-me,0.7,agent_1-get-key_3-somewhere,0.6,agent_1-open-box_4
844,agent_1-open-box_4,0.9,agent_1-harm-agent_2-help-me-na,0.8,agent_1-get-key_3,0.7,agent_1-open-box_4
845,agent_1-open-box_4,0.75,agent_1-harm-agent_2-help_agent_1_na,0.5,agent_1-get-key_3-somewhere,0.2,agent_1-open-box_4
846,agent_1-harm-agent_2-help-me,0.7,agent_1-open-box_4,0.6,agent_1-get-key_3,0.5,agent_1-open-box_4
847,"agent_1-harm-agent_2-['help','agent_1',['open','box_4']]",0.7,agent_1-open-box_4,0.5,agent_1-na,0.3,agent_1-open-box_4
848,agent_1-find-table_7,0.5,agent_1-respondto-agent_2,0.3,agent_1-observe-agent_2,0.2,agent_1-find-banana_3
849,agent_1-get-key_5,0.7,agent_1-requesthelp-agent_2-find-banana_3,0.6,agent_1-find-banana_3,0.4,agent_1-find-banana_3
850,agent_1-open-box_4,0.9,agent_1-find-banana_3,0.85,agent_1-putonto-key_5-box_4,0.75,agent_1-find-banana_3
851,agent_1-find-banana_3,0.9,agent_1-open-box_4,0.75,agent_1-get-banana_3-box_4,0.5,agent_1-find-banana_3
852,agent_1-get-banana_3-box_4,0.65,agent_1-playwith-banana_3-agent_1,0.25,agent_1-respondto-agent_2,0.1,agent_1-find-banana_3
853,agent_1-get-banana_3-box_4,0.7,agent_1-respondto-agent_2,0.2,agent_1-na,0.1,agent_1-find-banana_3
854,agent_2-find-chess_7,0.9,agent_2-playwith-chess_7-agent_1,0.8,agent_2-requesthelp-agent_1-find-chess_7,0.7,agent_2-playwith-chess_7-agent_1
855,agent_2-open-box_5,0.75,agent_2-find-chess_7,0.6,agent_2-help-agent_1-open-box_5,0.55,agent_2-playwith-chess_7-agent_1
856,agent_2-help-agent_1-open-box_5,0.8,agent_2-observe-agent_1,0.6,agent_2-find-chess_7,0.4,agent_2-playwith-chess_7-agent_1
857,agent_2-playwith-chess_7-agent_1,0.85,agent_2-help-agent_1-open-box_5,0.75,agent_2-get-chess_7-table_4,0.7,agent_2-playwith-chess_7-agent_1
858,agent_2-playwith-chess_7-agent_1,0.9,agent_2-give-chess_7-agent_1,0.75,agent_2-requesthelp-agent_1-playwith-chess_7-agent_1,0.65,agent_2-playwith-chess_7-agent_1
859,agent_2-playwith-chess_7-agent_1,0.85,agent_2-requesthelp-agent_1-playwith-chess_7-agent_1,0.75,agent_2-putonto-chess_7-table_4,0.6,agent_2-playwith-chess_7-agent_1
860,agent_2-playwith-chess_7-agent_1,0.8,agent_2-give-chess_7-agent_1,0.65,agent_2-inform-agent_1-desiretoplaychess,0.55,agent_2-playwith-chess_7-agent_1
861,agent_2-playwith-chess_7-agent_1,0.6,agent_2-putonto-chess_7-table_4,0.5,agent_2-na,0.3,agent_2-playwith-chess_7-agent_1
862,agent_2-playwith-chess_7-agent_1,0.9,agent_2-putonto-chess_7-table_4,0.8,agent_2-give-chess_7-agent_1,0.7,agent_2-playwith-chess_7-agent_1
863,agent_2-get-key_7-somewhere,0.8,agent_2-greet-agent_1,0.6,agent_2-observe-key_7,0.4,agent_2-find-key_3
864,agent_2-get-key_3-box_4,0.9,agent_2-inform-agent_1-key_3,0.8,agent_2-putonto-key_3-table_6,0.5,agent_2-find-key_3
865,agent_1-find-chess_5,0.8,agent_1-playwith-chess_5-agent_2,0.7,agent_1-harm-agent_2-find-banana_7,0.6,agent_1-playwith-chess_5-agent_2
866,agent_1-harm-agent_2-give_chess_5_agent_1,0.75,agent_1-find-chess_5,0.65,agent_1-playwith-chess_5-agent_2,0.5,agent_1-playwith-chess_5-agent_2
867,agent_1-get-chess_5-agent_2,0.9,agent_1-playwith-chess_5-agent_2,0.85,agent_1-find-agent_2,0.75,agent_1-playwith-chess_5-agent_2
868,agent_1-get-chess_5-agent_2,0.85,agent_1-playwith-chess_5-agent_2,0.75,agent_1-respondto-agent_2,0.6,agent_1-playwith-chess_5-agent_2
869,agent_1-find-chess_5,0.7,agent_1-playwith-chess_5-agent_2,0.6,agent_1-get-key_3-floor,0.4,agent_1-observe-agent_2
870,Agent_1-Find-Chess_5,0.7,Agent_1-RequestHelp-Agent_2-Find-Chess_5,0.6,Agent_1-Observe-Agent_2,0.4,agent_1-putinto-key_3-box_6
871,agent_1-putinto-key_3-box_6,0.7,agent_1-harm-agent_2-[get-key_3-somewhere],0.65,agent_1-get-key_3-somewhere,0.5,agent_1-putinto-key_3-box_6
872,agent_1-get-key_3-agent_2,0.9,agent_1-putinto-key_3-box_6,0.7,agent_1-harm-agent_2-na,0.5,agent_1-harm-agent_2-get-key_3-me
873,agent_1-harm-agent_2-get-key_3-me,0.85,agent_1-get-key_3-me,0.75,agent_1-putinto-key_3-box_6,0.6,agent_1-putinto-key_3-box_6
874,agent_1-putonto-banana_3-table_4,0.6,agent_1-help-agent_2-get-banana_5-box_6,0.25,agent_1-inform-agent_2-putonto-banana_3-table_4,0.15,agent_1-putonto-banana_3-table_4
875,agent_1-help-agent_2-get-banana_5-box_6,0.8,agent_1-give-banana_5-agent_2,0.7,agent_1-putonto-banana_5-table_4,0.4,agent_1-help-agent_2-na
876,agent_1-help-agent_2-get-banana_3,0.9,agent_1-give-banana_3-agent_2,0.85,agent_1-inform-agent_2-i_have_banana_3,0.7,agent_1-help-agent_2-get-banana_3-me
877,agent_1-help-agent_2-get-banana_3-me,0.9,agent_1-give-banana_3-agent_2,0.75,agent_1-help-agent_2-putonto-banana_3-table_4,0.5,agent_1-give-banana_3-agent_2
878,agent_1-help-agent_2-get-banana_5-box_6,0.9,agent_1-get-banana_5-box_6,0.75,agent_1-give-banana_3-agent_2,0.55,agent_1-give-banana_5-agent_2
879,agent_1-give-banana_5-agent_2,0.9,agent_1-help-agent_2-get-banana_5-me,0.8,agent_1-putonto-banana_5-table_4,0.6,agent_1-help-agent_2-na
880,agent_2-find-agent_1,0.7,agent_2-find-na,0.6,agent_2-harm-agent_1-find-na,0.5,agent_2-give-banana_5-agent_1
881,agent_2-get-banana_5-box_6,0.85,agent_2-get-banana_3-agent_1,0.65,agent_2-observe-agent_1,0.45,agent_2-give-banana_5-agent_1
882,agent_2-get-banana_5-box_6,0.6,agent_2-respondto-agent_1,0.3,agent_2-give-banana_5-agent_1,0.1,agent_2-harm-agent_1-na
883,agent_2-harm-agent_1-give-banana_3-me,0.8,agent_2-inform-agent_1-idonotwantbanana_3,0.5,agent_2-get-banana_5-agent_1,0.4,agent_2-harm-agent_1-na
884,agent_2-harm-agent_1-help-me-give-banana_3-agent_1,0.9,agent_2-inform-agent_1-myintentisnotgivebanana3,0.8,agent_2-harm-agent_1-na,0.7,agent_2-requesthelp-agent_1-get-banana_5-box_6
